tmax,Predicted_ARIMA,Predicted_rf
7.2,8.327115203350866,10.230322155638596
5.7,7.8969944137967705,8.757139310051276
6.2,6.65889507260719,9.051802068424676
4.7,6.9315364032057705,7.461583651076988
6.1,5.581195357719418,8.982232977591368
6.7,6.538459546977178,8.815190640201902
7.4,6.721978525847502,8.813193001888816
7.6,7.170958903041814,8.633031468388479
6.0,7.306337321862284,7.11588853566393
7.0,6.18170216882347,8.17718187995523
6.2,7.0372904279976485,8.188905207044296
2.5,6.33386736808628,9.120070530782964
13.0,3.6504708903611682,10.038375435677661
9.2,11.48072062868348,9.710472141865086
7.0,7.990481843241107,9.875101239219363
12.2,7.0756862653161905,12.088171469612123
15.0,11.12088413351167,10.520217172364948
9.7,12.933573313660247,10.91756923478767
8.5,9.274135359215204,10.02805019456212
13.7,9.046924806969788,12.949227586697015
14.7,12.865486313334335,12.517516453244182
14.2,13.28556270813918,11.51265426516548
9.0,13.183849379829464,11.26816909067707
11.7,9.663632282501164,11.506577566277862
13.0,12.019202979176983,10.711392121065709
12.2,12.616464222835882,10.690641906598765
15.5,11.992320528818956,12.285542299799312
13.7,14.564930965189442,12.125183849768304
12.5,13.14080064689195,12.585931458205764
9.7,12.58734127876237,10.692579122900963
6.9,10.621678894945235,11.339623362056464
9.5,8.602567195409007,11.494021269699
16.2,10.364512616530941,13.222214094581462
14.1,14.814861215459818,12.350970964386802
11.6,12.936348577928806,13.233753225159527
9.7,11.612686415219176,12.394539677950622
8.0,10.465000531348233,10.741993492751764
10.6,9.205941910734301,11.510448037769823
9.7,10.984467995172533,11.128767535654248
11.6,9.951183275559506,12.256410461979932
12.7,11.38060441394054,12.78166006688632
10.2,12.053893283583811,10.397879307509882
11.0,10.264439448670682,11.968146445175815
16.0,11.096003810964923,11.778173570225317
13.0,14.678684240886792,11.7931016053214
13.0,12.294612369854486,11.263145674785758
10.7,12.788971700094422,9.20251292000928
12.2,11.14667503263713,11.025117716963425
12.5,12.374126098327663,10.663166007728917
12.6,12.39514608373875,12.127935635996009
11.0,12.465462738279491,12.50601568968847
11.0,11.30946328244946,11.49710755395361
13.2,11.393507197092013,13.029803095315716
15.0,12.91419500981934,10.632242194426764
9.6,14.090575860534042,11.925813110757947
11.2,10.157441400132832,12.60661472567574
13.0,11.749583527540068,13.483628384178378
13.1,12.769046501758751,12.91595328829491
10.6,12.717605609590919,12.329253830180408
9.2,10.962264398049271,12.567247723166977
10.6,10.092043332507089,12.54895675439056
14.2,11.036146517963054,12.141086368768025
14.5,13.434501616226976,12.783440943800887
12.2,13.48495465687992,12.287489232892344
16.2,12.022315946501184,14.651229629284733
14.2,15.258512570477931,13.227384431531405
13.2,13.616212941993648,13.66934635325918
14.5,13.237448437381161,14.001064813776631
22.5,14.290331678433821,15.168628164412375
17.2,20.11571789508787,15.524328364204655
18.2,16.00293860406966,13.589941683144112
17.7,17.601515387458434,14.036091516530043
16.5,17.286059525952517,15.577543688051724
15.5,16.560397676618287,14.786496804397316
16.5,15.930331419037012,15.675497296196045
14.5,16.65887414650899,14.846614727461736
13.7,15.037909591555024,15.719937256943242
14.2,14.51292687090369,16.53325632280948
13.4,14.751569948381736,16.349338853895297
12.1,13.965025654041417,15.750605014927698
14.0,12.94006946164454,17.98092330523912
15.0,14.256506481337198,16.582963012580333
13.2,14.731322955889908,16.857015560669904
16.1,13.369972736590148,16.03411645884365
16.6,15.651618028823407,15.430770163460405
16.0,15.838851614009272,16.112259342172923
14.0,15.543795233783296,16.641279724807426
14.0,14.249062646593277,16.366369932666885
15.7,14.39020609275179,16.487210957785727
16.0,15.542720276368033,16.67871503879775
15.7,15.629914876880317,15.816009618097505
16.0,15.47447936336323,16.848945339771973
17.7,15.785936527526534,16.420433974767537
14.7,17.065783903529592,16.564094932225586
14.7,14.842260934513595,15.784934227605738
17.0,15.114574849544502,16.77578008609193
14.8,16.70355156812992,16.97198917857764
14.5,14.9200942419727,17.37057034773933
19.0,14.894237184474461,17.53135017748532
17.7,18.14326825036853,17.5529734222195
15.7,16.943823563921274,16.73776783364314
16.0,15.799905217123413,16.77979901491636
17.2,16.201544154658208,16.439309745150474
18.2,17.00348284495657,15.898315407399322
24.0,17.669206221968114,17.601570792304003
31.0,21.985901879853074,17.534802426202017
31.0,27.081520265985375,17.6702502746739
24.0,27.385631033281996,19.332304365729172
28.0,23.165894342831766,21.130594003990364
25.0,27.059051985579707,19.170043282153376
25.0,24.67853431788677,19.429782578362577
22.0,25.072323539342328,19.852315209026347
28.0,22.83914784682496,23.90946291839946
26.0,27.357369472195806,23.22121648009613
23.0,25.430396367917652,20.610091709123456
27.0,23.571762976151767,23.952148074590603
23.0,26.68387381641091,21.862601527442685
20.0,23.4016044777806,21.449243746137626
26.0,21.494945227913842,22.41030224186321
23.0,25.841377732358804,22.342958822815604
32.0,23.049539715488308,21.27025067885199
21.0,29.988833010191474,20.540650740464503
20.0,21.468083836685892,21.84906404328428
24.0,21.742516395078734,21.691065843924303
20.0,24.34155648235301,20.752515501403938
21.0,20.887004163813895,21.703308375939876
